branch,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
1,-63.83834279,-77.69867247,-135.8494536,-158.996567,-20.16690316,-22.10628377,-40.27503622,-33.34418724,8.398936329,10.63013507,17.42320205,17.57772055,-12.42693272,-17.08899214,-23.35933634,-18.77109633,0.874469618,16.53244944,7.264538054,-4.007344218,-3.984504288,-0.723548228,1.532210094,1.418068523,-4.470880166,-2.670706756,8.909660058,8.790385792,-9.767410159,-2.991183945,-2.2158751,-8.038099637,-13.9014999,-0.246466175,-2.624457332,-11.16264271,2.401008774,6.750504454,17.06405913,8.199536998,-1.613561691,-0.769917793,1.700986288,-2.836566515,4.011040762,1.201620987,5.677279626,-15.27816278,-10.69594235,-9.673147652,0.598026244,6.498638811,0.235501917,5.669349533,-1.925436263,9.194209424,4.720454299,-4.518531658,-1.991158195,7.217669598
1,-35.25242819,-81.2671496,-136.0779255,-139.3237415,-25.6770168,-23.99538211,-38.17813787,-44.50198483,1.007883278,17.48295915,26.78200026,17.48186998,-18.19255684,-11.08264948,-10.72858858,-0.904548304,-5.582554539,-6.620034062,-8.876725051,11.44296555,-0.130341356,-4.14863476,12.91150042,-6.449889248,-2.394560133,2.121016779,18.20549931,12.27559083,-8.627407993,-10.59559358,-11.899487,-2.142633967,-14.87586442,-16.56323908,-0.192585706,-14.24085274,10.7252749,8.632998991,16.78529487,7.258525609,-4.950752076,5.142022103,2.457019573,-13.54874127,-5.726831727,-10.81660683,3.373336914,2.241591911,-13.08000969,-4.458452934,-0.628794656,2.802232629,4.100216495,4.290460346,-5.497931661,-2.783365875,1.82463881,-10.52409077,4.093723495,2.256739255
1,-48.95661223,-72.89120522,-122.5241945,-149.5517465,-13.81716672,-23.88077522,-39.83475831,-48.11396615,7.623737367,13.75680144,23.17696846,11.47943586,-1.879773351,-12.04542048,-17.31473177,-22.89220951,4.824958649,3.090986762,0.915868608,6.51141392,5.933160369,3.526895518,6.434843171,-7.621447883,15.52965781,11.57808017,4.745423937,0.098379459,-5.875919831,-8.455320693,-12.55505766,-18.33760304,-6.559512203,3.776368555,2.370472887,-5.582285327,-3.106561806,4.471779574,13.38965421,-6.934965794,7.411577827,5.971162234,2.552965443,0.021148349,-4.735982212,-4.195350147,8.998184501,7.78792242,5.915722851,-5.371315466,-5.545685631,-4.821423217,8.501542696,13.23327397,-8.852591708,-9.475477804,-9.504344719,3.384305034,1.241322763,-10.32832743
1,-54.42660479,-65.38123283,-125.0044208,-153.1622476,-14.91131813,-21.84310252,-38.18555755,-50.78489407,9.603923378,8.486879754,9.187209337,27.26071366,5.956668743,-11.76681855,-14.31617156,-20.62506346,11.21651763,3.194732074,5.683327511,-2.895499138,5.796499027,0.37735112,-5.548157342,5.525199658,2.085674833,17.47750206,4.959270894,7.525393127,-4.632894442,-7.805903992,-16.96178304,-8.254239732,9.712328208,-9.371695738,-16.95797331,-17.96121464,3.505084216,2.187029878,7.619492724,21.68572423,-9.070483008,12.77670821,5.557593129,-5.183020388,0.604521039,14.20419143,6.250045303,0.15930383,-4.584765496,-2.036813245,5.920918276,2.614170981,-3.578637483,-1.623170065,3.240540786,9.413071974,-2.24701226,4.290689055,6.394973831,-0.810594796
1,-50.83656031,-79.07997633,-130.385123,-148.149555,-28.36089816,-19.86153215,-42.02730156,-41.72902189,-0.863208272,19.02024855,19.68380441,7.830560424,-1.287990092,-8.442214009,-26.31745807,-23.26571357,-1.140642164,-3.549329586,4.354840483,-0.669592707,0.586821986,5.878010109,1.943553875,-6.047474753,8.313826162,-8.524717949,13.56108475,9.614650273,-1.746611314,-16.56838064,-5.940323529,-10.11716693,-9.93543523,-4.097875979,-0.093600672,-11.34969867,1.511768787,7.499751049,9.814643824,10.6264527,-2.614744446,12.33896778,5.569929822,-10.10048069,9.167001998,0.368928427,24.33385241,12.91451879,10.60595923,-16.38705015,-15.23277063,13.71428194,10.61407529,4.384726422,3.232403594,0.909037696,8.769177551,-2.213234269,-1.641355854,-1.639148096
1,-55.51104797,-78.88924736,-136.7927819,-145.4677626,-3.373854228,-23.80697926,-39.09176532,-35.54968048,2.06575003,17.16095997,12.05820526,20.78672019,-17.96323025,-17.80335639,-18.05584603,-27.36708755,5.176915365,0.699540184,4.198514871,3.707253303,-8.038175864,1.45206624,8.044313286,-6.52490902,13.01535804,-3.942925242,17.1021286,6.851032716,-8.610479823,0.954360826,-7.718747487,-15.77784046,-2.778142134,-12.15299693,-5.069040629,-10.53851824,4.933286012,3.920068551,16.130878,12.97761388,-7.565349745,-4.841290557,7.452588439,0.360927826,-0.388523091,-5.634738063,-20.80639646,-5.769827549,-0.272419444,0.057045187,-10.29665279,-15.07316287,-7.264468226,5.58694642,3.857473508,8.146635314,5.246025047,5.617120596,1.047212949,4.924079111
1,-57.25820087,-75.98359856,-128.1327195,-159.0157748,-21.60193667,-11.97124658,-37.92725925,-39.90455622,-0.064077078,0.916885408,10.34380111,24.08286229,-3.420675638,-8.287490989,-15.78899189,-17.0088234,-8.576169502,-11.37077078,2.396232461,-3.137443394,2.401030289,6.593126949,-0.016296681,2.061038324,7.144543756,6.015181298,1.349086882,-3.004637136,4.763916415,-6.932831183,-15.86261661,-2.94877916,-0.398767691,-10.28846209,-11.73899553,-14.92716669,-1.571331292,5.550862184,10.84115897,17.28103324,-1.816843333,-3.700002951,-5.355049168,3.669022001,-2.012587393,-0.021645044,-6.480129205,-2.680422885,7.424213618,14.50747871,-2.652717431,0.20891499,-13.67561321,3.529708176,-3.7869241,12.57892982,-2.606440469,0.32884378,-4.956760166,-9.295140913
1,-46.06748214,-78.05775792,-139.6037057,-148.3136385,-14.07825183,-29.23654261,-27.07477615,-51.47687797,2.044676818,21.84449858,16.08175598,9.155943368,-11.41806922,-14.1530519,-28.13920182,-17.23838132,0.440492005,-1.174135984,1.095741254,-5.194949112,10.92944594,-0.321927017,15.18133156,-0.002629756,-3.333548366,21.91973889,11.31728904,4.213945391,-6.824146704,-5.54470482,-12.33711693,-19.47861035,-0.904492971,1.888197355,-8.159027665,-9.51699753,-0.777952305,9.551844226,-6.335940227,16.16551387,8.744581777,0.867024953,-11.91932116,-3.387559525,-4.320149874,10.98108233,0.486785441,2.495371687,-2.952979267,3.255036183,-1.722459456,6.81297998,-6.267719463,-2.823006255,-5.108735861,-9.717135427,10.69523501,7.989431048,4.230504325,-14.22633549
1,-48.51047245,-73.67421787,-131.1611318,-154.2241385,-15.4733542,-22.61049659,-35.62340055,-47.49216738,4.586307866,20.0792534,9.360308425,28.41834413,-7.862877323,-3.122432925,-27.53291078,-21.94676315,7.786224906,-5.342946291,-10.85333045,7.205006629,1.235277265,4.997676699,-0.055627533,3.65801235,1.380370354,-9.619997723,-4.041648039,1.923772738,-4.308230449,-5.747594511,-13.69501164,-6.809892643,-10.85152217,-18.57953019,-15.02369338,-3.158212274,-2.111162297,-5.282723943,5.52165408,3.822001293,-6.025618462,2.641511129,3.867875543,1.610437656,-0.598243879,-5.977112623,18.26193997,1.398100006,10.69552654,11.53440772,-11.55604781,-0.905810699,-0.60334911,5.399791343,3.023398041,7.739418241,-1.744247581,-10.26803406,-4.193044953,-4.028477316
1,-48.17493676,-72.24176106,-136.0187232,-137.4871386,-23.57391802,-25.94795562,-32.32839681,-38.21343493,10.06723749,15.41469153,10.81876838,21.68252256,-11.70095531,-16.01552344,-26.18281642,-18.07246781,1.30453203,3.352416895,-2.028850458,3.387351224,-0.861614833,4.446774326,6.920288112,1.232175342,9.778137797,4.231327257,12.15043761,28.30449557,-18.60354301,-2.362270117,-15.52923825,-15.73960271,-3.912156415,-13.36794082,-15.72244196,-12.13454332,-5.142385136,14.56041976,11.40427148,6.559465291,-8.183509802,-2.473879386,0.649603552,1.269968147,-11.02919341,-0.041494822,-4.864669911,3.291198267,-8.134157825,11.1011248,1.741950058,5.628783417,-12.25731523,10.15287427,1.424598109,-3.295085183,8.23865252,-10.05175334,3.668691474,9.880049359
1,-53.09213872,-73.21529742,-137.9597923,-148.834114,-9.059445462,-24.93534392,-38.97790247,-35.23160676,-1.73253531,17.13106761,19.33543584,20.81085287,-4.113324959,-7.493415218,-14.44750677,-24.31921308,2.818845078,6.905995206,-1.891562605,4.428332786,-0.484200078,2.360652393,1.301121078,-10.75499769,-2.158421204,4.920071443,-1.13693504,4.568590861,-0.392005947,-7.978006504,-7.685108838,-7.729819585,-2.99879719,8.752900639,-4.030574645,-3.835950715,-1.0335481,8.238996704,6.990844609,6.689812629,10.93431185,-6.586156062,-0.263844296,13.66795015,5.047855921,0.533898408,0.026632092,-3.761896208,2.962466572,-11.2912162,2.294539302,9.488844299,-0.710265681,5.27520218,-6.510148085,-8.1338281,9.664396157,11.61349856,-3.441066524,-3.070685015
1,-65.97556628,-79.34636178,-125.366009,-156.7304803,-13.1008594,-31.43537794,-43.40644586,-46.37969108,-2.632828171,4.526919124,9.516760787,16.77613515,-14.97555782,-12.78530037,-13.74589151,-24.81446575,-4.847791587,8.798225541,5.423455255,9.069732774,-10.35953632,11.97819014,14.45712988,2.361749346,4.002643281,14.11495718,6.290193876,2.237354912,-0.682610041,-2.603932251,-5.358501552,-16.37038074,-5.39210556,-4.948199026,-1.781510645,0.328246392,12.74213591,4.903556215,22.71823143,15.46254624,-2.144848393,4.220682483,9.677251313,7.29967997,-0.569771189,-6.521851608,-1.869857095,4.089656815,-2.747246166,-9.932940958,-0.217462123,-12.84072378,4.777141404,-5.469698968,-2.482920582,10.67498224,-1.025216139,0.660915578,-7.633599791,3.979416244
1,-52.63746143,-79.16244343,-130.1536987,-150.8104498,-13.88372429,-14.6046023,-32.48615142,-46.32141555,1.66046549,15.6370802,7.129169981,18.41958973,-5.05301505,-15.33822978,-30.39278503,-18.24421649,-8.867398786,-5.893761084,1.72396525,-8.032792167,1.550684539,5.112571796,3.633130288,-0.129615133,5.740122734,10.29740126,13.53592126,9.761200979,-8.933080237,-2.604423411,3.525984081,-7.843858536,-1.830330846,-19.51461788,-5.547904822,-4.530138267,7.655213922,1.880264246,8.258650803,8.88675332,4.728111608,6.47653854,6.281730316,-5.487770779,-2.4712296,-4.812940746,5.721475507,2.551707607,5.668212139,-1.989861878,6.976971739,-0.604970223,-0.57648575,-5.286840427,-3.31623218,-3.109310617,1.866471213,-0.720321583,7.376540883,-4.691155805
1,-45.55263713,-84.14814405,-120.8444176,-147.6456344,-7.832264118,-22.68429771,-35.21479173,-39.87880421,11.4331207,13.9282977,27.35562821,26.1306949,2.574031169,-7.365215275,-17.47643384,-33.32033983,5.645241264,5.455252215,-3.503563482,4.280590223,3.683899315,-4.785125636,0.739837043,-0.517935891,8.109327843,3.329505923,8.306361673,16.84347398,-8.830776498,9.748111375,-2.257828467,-25.7936924,-7.110128496,2.869834115,-6.875579586,-7.041480459,8.255466124,9.938247559,5.602945241,0.281440866,-1.957110232,3.784696309,-9.467538756,-0.241559035,-8.104286849,15.68749711,6.952280398,-1.204233702,-4.710887137,-0.235794524,0.313760271,4.322794092,2.68160966,2.749328697,-1.878716526,-1.63351174,2.923641068,-5.372551515,-7.761542734,10.80159943
1,-52.7750567,-82.23165169,-136.5945132,-136.9392035,-16.88564057,-25.76076373,-43.90411584,-48.50491722,14.14714984,20.40376735,24.18431381,8.579819441,-15.42694609,-18.10982381,-28.88287163,-10.04360601,-5.268556824,-11.68366766,1.52816646,7.730138801,-18.77361303,4.54803532,-5.280445399,-3.794464601,-0.952283773,-2.932489249,7.514974007,4.756573818,-6.206151391,-12.17036101,-7.965706176,-21.18389235,7.72364655,-6.112798274,-11.92899392,5.441833903,-3.798327,9.698267462,4.222161165,12.55396925,17.05447201,-17.31191241,0.727489083,-1.07124395,4.837427817,7.159439334,2.575049503,-6.529399631,-1.576508107,9.722714675,-1.103896227,3.385705092,7.046642439,-1.37562165,-6.191367175,-4.325273839,8.152321429,0.969018584,-8.772465095,1.086121997
1,-51.99576794,-83.98175086,-129.96967,-148.9555147,-26.59430799,-19.66576789,-31.12875069,-37.11728483,-2.498846846,17.13052361,27.11018833,24.01680976,0.960867322,-20.72251265,-18.58499831,-15.15720877,-10.08655511,-4.185181756,-5.775395863,10.65010089,-10.31289434,5.948112733,9.993010569,4.948409667,5.111808517,2.150505051,15.3989129,2.594372695,-15.50077136,6.32413842,-11.03260465,-14.88882163,0.983129019,-11.78007032,-15.06597583,-10.86941311,0.777586085,-1.61245005,18.98507192,5.156963945,5.568017335,1.881904683,-11.70649161,-3.647386002,6.895504644,0.121665947,-8.729754874,-5.339149126,8.894731558,-7.365749236,-8.075230299,-13.41430976,5.058613956,-0.833073714,-3.743358562,-13.71694434,-0.80524919,-9.992742273,-4.347625936,5.530756234
1,-52.04248752,-78.52676292,-138.0714238,-146.3127584,-17.91748387,-26.32716146,-37.41921179,-52.5842374,9.189554845,10.83775221,21.27775273,11.84391639,-17.85747038,-15.27775206,-15.6495717,-24.07616309,-1.502725262,4.069384582,-0.386120562,1.600160396,2.285242905,-6.813173539,-7.10163136,-2.962604166,6.322352997,11.42855136,3.217033528,13.18199602,0.461347382,-14.65387991,-23.29316397,-9.4499879,-6.52417143,-8.192534228,-8.605491292,-9.061007951,-3.253316055,9.248759716,-0.543369343,7.276998341,-0.37090999,2.321453771,-3.857399928,-2.127851943,-6.803152666,-8.72129731,-5.840646519,-5.880596578,-6.214129537,1.36594214,3.667933164,-6.697643792,6.125648127,8.537334511,6.265731272,4.632668135,0.086222798,-3.392190826,-1.734501961,-1.579432648
1,-57.73488916,-83.82447356,-125.8411766,-142.4418459,-9.679315362,-24.74935909,-35.9235754,-50.14615463,5.556600065,14.21045861,17.30762202,20.67627579,-16.18020155,-20.04631779,-31.43316354,-27.51846308,-0.282369309,-8.546224524,-3.007720706,-0.794100237,-1.88981847,6.498853008,2.326332799,-6.21659099,-2.923565128,5.116326198,7.935472534,4.7808512,-21.7245212,-10.37453627,-29.12422197,-8.650026845,-3.274091226,-6.487294969,-7.673501636,-13.49344465,11.47416109,10.89910741,22.22403314,-1.541136824,5.117810352,-2.751633441,6.130666029,0.734290428,1.979689349,-0.956527478,-0.292688948,-16.13155274,-7.027506833,0.877733443,8.940796414,4.819120299,-1.324957029,2.89596698,-9.374723213,-7.401307666,0.386727196,-3.144949542,-8.699169221,7.794771599
1,-53.59430099,-79.12458303,-124.0388133,-145.3756214,-7.03594968,-14.86231474,-40.19812539,-57.41285754,0.819700071,18.40249831,26.76663469,28.10205006,-4.215606666,-4.299589478,-10.47739101,-18.03384084,13.46982623,-15.40237791,0.48649089,5.753161222,-2.65519335,-6.165730538,1.719767697,-10.64010076,-8.408368425,6.314293223,18.55816812,7.653602312,1.457280371,-3.042312766,-9.98955856,-10.62028828,9.194551637,1.335968453,-8.248017863,1.335652663,3.192990473,17.44443931,1.924651658,16.76228487,0.297759369,-8.240678609,1.168740701,23.11605127,-1.672598321,3.691430131,-10.31508882,-4.713034324,-8.64567201,-0.732051159,10.11695686,-4.3906543,-15.06031309,-13.02542998,-1.977970333,3.494037221,0.478292806,-0.698451466,-1.415107133,3.432567391
1,-58.33220307,-79.89026475,-124.2471792,-155.783144,-15.31039219,-24.88328832,-40.58328098,-48.21440068,10.45364196,11.92829805,26.30410142,27.49614393,-12.45719563,-6.042965954,-19.4024483,-6.170364616,-0.055580151,-12.26553242,5.256019891,-5.751106665,-1.406930838,2.286458353,0.447108626,6.116985944,7.310129866,-4.053018109,9.663434321,15.01866093,3.578382838,-15.67536403,-6.501361188,-16.71203193,-13.18523902,2.231775218,-9.500080146,-11.1855198,-3.608675568,12.7020816,13.72550893,12.48056566,-4.332814155,3.628202622,2.202940999,2.23384958,-4.988490581,4.2729974,-1.309344369,7.86973773,-8.317707197,-3.913766586,-6.58775577,3.658070552,-9.649968866,-5.736076026,3.120303382,-8.050908754,4.336177033,-5.86974296,-1.359217806,3.601102627
1,-52.26255683,-83.8110919,-145.5464332,-150.8101654,-27.91052799,-16.96435273,-35.45833177,-43.72971985,-2.168054704,15.55016063,14.75735587,15.04577249,4.048939678,-4.745097369,-26.59259725,-19.13047305,-6.103793807,-7.404023769,-11.40138614,-15.85113733,-7.701783693,-4.318049736,2.113034262,-6.823962525,-0.934053163,11.62941706,-1.651624883,8.227858327,-3.0888284,-19.14726965,2.577457222,-13.60258681,-0.553623683,-5.491103956,-16.77252555,-13.86250815,2.797471763,-3.656868185,17.96380739,9.057318503,6.999275241,2.937707134,1.965121939,-9.239014526,1.689804357,-2.003626984,-1.923330246,-3.525443496,0.433254049,-4.339676415,-7.017982988,-0.124981058,2.707973148,4.746332606,-6.047336619,5.368079288,-1.193402792,-5.062154792,0.959760808,4.343154292
1,-63.93499416,-74.94767456,-128.8628256,-152.7953231,-6.366307574,-15.54599001,-50.4574664,-35.64646821,-1.180282401,11.89936029,32.3417091,21.68056455,-5.22487268,-13.64093561,-2.614879867,-28.76882147,-1.818866003,-3.765444762,-2.159306037,3.317716861,-1.243663951,3.191548511,10.1495785,-4.226212621,12.0193596,3.917763848,7.253673562,16.76545774,-0.788661599,3.383754795,-10.46239966,-20.07830379,-13.52465887,0.263995106,-14.91928531,-8.736877344,10.68250172,9.624981988,16.06107389,1.198760284,1.060518479,8.903739704,15.17960007,-1.23344292,5.063804719,7.307309296,-6.779038812,0.494824228,-6.115040789,-4.644647469,-0.83419893,-9.406870109,10.15750221,3.947620027,-10.72349744,1.959508421,-9.017546863,-11.45341919,8.023297567,8.161104125
1,-64.63480116,-71.91324384,-132.0821799,-144.4706649,-15.65731022,-13.49226648,-35.60331483,-36.28701672,5.346441756,10.60886602,7.129609253,11.63077442,-1.708728886,-7.807250839,-5.468947772,-8.496618385,-14.29108479,11.15326295,-6.973361648,-2.51376758,4.984126981,-2.896173966,-11.56721703,-5.404240852,-1.565493515,10.38895109,19.0892043,6.93168612,-9.080236531,3.544864918,-15.21402531,-18.76191268,-13.724658,-5.739832097,-1.726822273,-18.11428472,9.495585496,12.00587291,13.54083726,4.854224275,15.34150537,-11.95968335,-3.944575036,6.734920914,1.844318325,1.078943649,-10.93275596,7.6436242,-4.082355057,3.363169783,1.806419924,-9.717670484,10.25098778,-5.533654729,5.771340102,-5.391698975,3.517640746,13.91004265,4.502944116,6.42482615
1,-64.76502802,-80.60519738,-129.8085218,-138.3790577,-11.81126347,-22.67408621,-57.67684896,-56.00968151,-6.583844751,11.90931367,10.21778179,19.52921291,-13.15426649,-17.94550097,-15.51563877,-25.03359327,1.895711311,0.224933808,0.287785527,-1.8236278,-8.130546579,-6.461221131,9.453298673,-11.97366348,0.823764283,9.031951371,3.386284434,2.779125447,-10.43427093,-9.9495011,-13.55202296,-27.26138026,-2.060385261,-12.31932784,-15.48894978,-9.861994288,13.57051762,-1.820968204,9.062363934,13.42154505,-0.417356974,-14.32560951,3.234156466,-5.546119546,-19.15929344,-6.581109349,-18.71693354,-3.211241561,-1.501357813,-14.92463467,3.807248585,-7.880655466,-6.919565218,8.738294461,0.289338992,-0.390871904,-11.48450025,6.553464161,4.104182886,-5.057131415
